ID;CODE;DRUG-GENERIC1;CONNECTOR1;CATEGORY;CONNECTOR2;CONNECTOR3;OPTIONAL CONNECTOR1;with…..;OPTIONAL CONNECTOR2;CONNECTOR4;FORMULA;CONNECTOR5;DRUG-GENERIC2;CONNECTOR6;COUNTRY;CONNECTOR7;NAMES-TRADE;NAMES-OLD;CONNECTOR8;TEXT for HOW IT MIGHT WORK;REFERENCE1;REFERENCE;COMBINATION_new;DEPOT1_new;DEPOT2_new;COMBINATION;DEPOT1;DEPOT2;Drug-generic (with additions);;;
98;A.III.11 ;Taclamine;is in the ;pentacyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;2,3,4,4a,8,9,13b,14-octahydro-1H-benzo[6,7]cyclohepta [1,2,3-de]pyrido[2,1-a] isoquinoline;. ;Taclamine; has been marketed or used in ;United States of America; under the trade or premarketing names of ;AY 22.214, QM 7184;NM: AY 22.214 Ayerst, USA NM: QM 7184 thiophene analogue of taclamine;. ;Minor neuroleptic activity. The thiophene analogue is reported to be a very potent -adrenoceptor blocker.;Pugsley TA, Lippmann W~Effects of taclamine (AY-22,214), a new psychoactive agent, on catecholamine and serotonin metabolism~Archives internationales de pharmacodynamie et de therapie~1975~213(1)~73-87#Arribas E, Vega S, Benito C, Fernandez-Tome MP, del Rio J~Synthesis and pharmacological study of the thiophene analogue of taclamine, QM-7184, a new neuroleptic drug with potent alpha-adrenoceptor blocking activity~Arzneimittel-Forschung~1983~33(10)~1417-21;Pugsley TA, Lippmann W: Effects of taclamine (AY-22,214 ), a new psychoactive agent, on catechol and serotonin metabolism. Arch Int Pharmacodyn 213 : 73-87, 1975 - Arribas E, Vega S, Benito C, et al: Synthesis and pharmacological study of the thiophene analogue of taclamine, QM-7148, a new neuroleptic drug with potent -adrenoceptor blocking activity. Arzneim Forsch 33: 14 17-1421, 1983.;;;;;;;taclamine;;;
99;A.III.11 ;Reserpine;is in the ;pentacyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;methyl ester of 2 ,11-dimethoxy-3- -(3,4,5- trimethoxybenzoyloxy)-1 ,2 ,3 ,4,4a ,5,7,8, 13,13b ,14,14a -dodecahydro-isoquinolino [3,2-a]- -carboline-1 -carboxylic acid;. ;Reserpine; has been marketed or used in ;Belgium, Germany, France, Switzerland; under the trade or premarketing names of ;Serpasil;NM: Serpasil Ciba B, BRD, F: tabs. ¼mg (deleted) - CH (deleted): tabs. 0.1mg and 2½mg/ml - FIN, UK: tabs. 0.1mg and ¼mg;. ;Antihypertensive and neuroleptic agent;Jin-Gou X, Hui-Ping C, Xiang-Qun G, Yi-Bing Z~Determination of reserpine by in situ sensitized photochemical spectrofluorimetry~Analytica chimica acta~1995~302(2)~207-14;Xu JG, Chen HP, Gui XQ, Zhao YB: Determination of reserpine by in situ sensitized photochemical spectrofluorimetry. Anal Chim Acta 302/2-3: 207-214, 1995.;;;;;;;reserpine;;;
100;A.III.11 ;Deserpidine;is in the ;pentacyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;methyl ester of 2 -methoxy-3 -(3,4,5- trimethoxybenzoyloxy)-1 ,2 ,3 ,4,4a ,5, 7,8,13,13b , 14,14a -dodecahydro-isoquinolino [3,2-a]-( -carboline-1 -carboxylic acid;. ;Deserpidine; has been marketed or used in ;Belgium, United Kingdom, United States of America; under the trade or premarketing names of ;Harmonyl;NM: Harmonyl Abbott, B, UK: tabs. ¼mg (deleted) USA: tabs. 0.1mg, ¼mg;. ;Antihypertensive and neuroleptic agent;;;;;;;;;deserpidine ((11-demethoxy-reserpine));;;
101;A.III.11 ;Rescinnamine;is in the ;pentacyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;(trimethoxycinnamoyl-methylreserpate) methyl ester of 2 ,11-dimethoxy-3 -(3,4,5- trimethoxycinnamoyloxy)-1 ,2 ,3 ,4,4a ,5,7,8, 13,13 b ,14, 14a -dodecahydro-isoquinolino [3,2-a] - -carboline-1 -carboxylic acid;. ;Rescinnamine; has been marketed or used in ;United States of America; under the trade or premarketing names of ;Moderil;NM: Moderil Pfizer, USA: tabs. ¼mg and ½mg;. ;PROPERTIES AND REFERENCES FOR RESERPINE, DESERPIDINE AND RESCINNAMINE: Antihypertensive/ tranquilizing effects. Restricted use as neuroleptics. Reported side effects e.g. cardiovascular reactions, extrapyramidal symptoms, 'reserpine depression', epistaxis, purpura, nasal congestion, gastrointestinal complaints, pruritus, rash, and drowsiness.;Missale C, Nisoli E, Liberini P, Rizzonelli P, Memo M, Buonamici M, et al.~Repeated reserpine administration up-regulates the transduction mechanisms of D1 receptors without changing the density of [3H]SCH 23390 binding~Brain research~1989~483(1)~117-22#Lowy MT, Nash JF, Jr., Meltzer HY~Reserpine-induced DST nonsuppression in rats~Biological psychiatry~1990~27(5)~546-8;Missale C, Nisoli E, Liberini P, et al: Repeated reserpine administration upregulates the transduction mechanism of D receptors without changing the density of [ H]SCH 23390 binding. Brain Research 483: 1 3 117-122, 1989 - Lowy MT, Nash JF, Meltzer HY: Reserpine-induced DST nonsuppression in rats. Biol Psychiatry 27: 546-548, 1990. N H3C CH3 O OCH3 CH2 C O N N N OC3H7 N Cl . HCl;;;;;;;rescinnamine;;;
102;A.III.12 ;NE-100;is in the ;monocyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;N-N-dipropyl-2[4-methoxy-3-(2phenylethoxy)-phenyl]- ethylamine.HCI;. ;NE-100; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;Selective sigma-receptor antagonist. Potential antipsychotic. Phase II clinical trails in 1995.;"Okuyama S, Imagawa Y, Sakagama T, al e~NE-100, a novel sigma receptor ligand. Effect on phencyclidine psychosis in experimental animals~Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology~1994~10(141S)~
#Tanaka M, Shirasaki T, Ajima A, al e~Characteristics of binding of NE-100 to sigma recognition site in guinea-pig brain membranes~Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology~1994~10(251S)~#Ishigooka J, Miuru S~Sigma receptor antagonists in the treatment of schizophrenia~Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology~1994~10(806S)~";Okuyama S, Imagawa Y, Sakagama T & al : NE-100, a novel sigma receptor ligand. Effect on phencyclidine psychosis in experimental animals. Neuropsychopharmacology 10 (n°3S, part 2) : 141S (abs P58-189)1994 - Tanaka M, Shirasaki T, Ajima A & al : Characteristics of binding of NE-100 to sigma recognition site in guinea-pig brain membranes. Neuropsychopharmacology 10 (n° 3S, part 2):251S (abst P-174-155),1994 - Ishigooka J, Miuru S : Sigma receptor antagonists in the treatment of schizophrenia. Neuropsychopharmacology 10 (n°3S, part 1): 806S (abst S-189-815),1994.;;;;;;;NE-100 (Taicho);;;
103;A.III.12 ;Mazapertine;is in the ;monocyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;1-[ -[4-(o-isopropoxyphenyl)-1-piperazinyl]-m-toluoyl] piperidine;. ;Mazapertine; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;Potential antipsychotic. D /D /5-HT / - adrenergic antagonist. 2 3 1A 1A;WHO Drug Information~Mazapertine~~1994~8(4)~246# Reitz AB, Bennett DJ, Blum PS, Codd EE, Maryanoff CA, Ortegon ME, et al.~A new arylpiperazine antipsychotic with high D2/D3/5-HT1A/alpha 1A-adrenergic affinity and a low potential for extrapyramidal effects~Journal of medicinal chemistry~1994~37(8)~1060-2# Buclin T, Stucki R, JAQUETMULLER F, Munafo A, Baldauf C, BRUNNERFERBER F, et al.~TOLERABILITY AND PSYCHOPHARMACOLOGICAL PROFILE OF THE NOVEL ANTIPSYCHOTIC RWJ-37796 IN HEALTHY-VOLUNTEERS~CLINICAL PHARMACOLOGY & THERAPEUTICS~1993~53(179-)~;"Mazapertine.WHO Drug Information, vol. 8 (4) : 246, 1994 - Reitz AB, Bennett DJ, Blum PS : A new arylpiperazine antipsychotic with high D /D /5- 2 3 HT /"" - adrenergic affinity and a low potential for extrapyramidal effects. J 1A 1A Med Chem 37 : 1060 - 1062, 1994 - Buclin T, Stucki R, Jaquet-Müller F & al : Tolerability and psychopharmacological profile of the novel antipsychotic RWJ-37796 in healthy volunteers. Clin Pharmacol Ther 55/2 : 179 (abstr. PII-38), 1994.";;;;;;;mazapertine (RWJ 37796);;;
104;A.III.12 ;SR 31.742A;is in the ;monocyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;1-[3-(3-chloro-4-cyclohexylphenyl)-2(Z)-propenyl] - hexahydroazepine HCl or cis-3-(hexahydroazepin-1-yl-1-(3-chloro-4-cyclohexy l phenyl)propene-1 HCl or (Z)-1-[3-(3-chloro-4-cyclohexylphenyl)-2-propenyl]-hexahydro-1H-azepine;. ;SR 31.742A; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;Potent and selective central sigma receptor antagonist, potential antipsychotic and antimanic agent. In animal studies, no extrapyramidal side-effects were observed. Negative symptoms of O O CH3 N F CH3 H OH schizophrenia markedly improved. Phase II clinical trials in 1995.;Labie C, Keane PE, Soubrie P, Le Fur G~The sigma receptor ligand SR 31742A increases neurotensin in the nucleus accumbens but not in the caudate-putamen of the rat~European journal of pharmacology~1993~231(3)~465-7# Poncelet M, Santucci V, Paul R, Gueudet C, Lavastre S, Guitard J, et al.~Neuropharmacological profile of a novel and selective ligand of the sigma site: SR 31742A~Neuropharmacology~1993~32(6)~605-15;Labie C, Keane PE, Soubrie P, Le Fur G: The sigma receptor ligand SR 31742A increases neurotensin in the nucleus accumbens but not in the caudate-putamen of the rat.Eur J Pharmacol 231/3: 465-467, 1993 - Poncelet M, Santucci V, Paul R & al: Neuropharmacological profile of a novel and selective ligand of the sigma site: SR 31742A. Neuropharmacology 32/6: 605-615, 1993.;;;;;;;SR 31.742A;;;
105;A.III.12 ;MDL 100.907;is in the ;monocyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;R(+)- -(2,3-dimethoxyphenyl)-1-[2-(4-fluorophenylethyl)]-4-piperidinemethanol;. ;MDL 100.907; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;5-HT antagonist without 5-HT affinity. Potential antipychotic. Phase I clinical 2 c trials (1996).;Schmidt CJ, Kehne JH, Moser PC, Sorensen SM~Preclinical antipsychotic activity of the selective 5-HT antagonist, MDL 100,907~19th CINP Cong (Washington)~1994~~;Schmidt CJ, Kehne JH, Moser PC, Sorensen SM: Preclinical antipsychotic activity of the selective 5-HT antagonist, MDL 100,907. 19th CINP Cong (Washington): 27 2 (abst P-174-248), 1994.;;;;;;;MDL 100.907;;;
106;A.III.13 ;Pirenperone;is in the ;bicyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;3-[2-[4-(p-fluorobenzoyl)piperidino]ethyl]-2-methyl-4Hpyrido[ 1,2-a] pyrimidin-4-one;. ;Pirenperone; has been marketed or used in ;Belgium; under the trade or premarketing names of ;R 47.465;NM: R 47.465 Janssen, B;. ;"5-HT antagonistic mode of action. Devoid of neuroleptic 2 properties. Anxiolytic effects. Efficacy in conflict situations reported. Designated as a ""pure LSD-antagonist"". Studied in the treatment of anxiety states/ tentative dosage 15 mg up to 150mg/day.";Jenck F, Broekkamp CL, Van Delft AM~Effects of serotonin receptor antagonists on PAG stimulation induced aversion: different contributions of 5HT1, 5HT2 and 5HT3 receptors~Psychopharmacology~1989~97(4)~489-95# Paul D, Pinel JP~Pirenperone does not attenuate morphine analgesia in spinal rats~Psychopharmacology~1990~100(1)~98-101# Saller CF, Czupryna MJ, Salama AI~5-HT2 receptor blockade by ICI 169,369 and other 5-HT2 antagonists modulates the effects of D-2 dopamine receptor blockade~The Journal of pharmacology and experimental therapeutics~1990~253(3)~1162-70;Jenck F, Broekkamp CLE, van Delft AML: Effects of serotonin receptor antagonists on PAG stimulation induced inversion: different contributions of 5-HT , 5-HT and 5-HT receptors. Psychopharmacol 97: 489- 1 2 3 495, 1989 - Paul D, Pinel JPJ: Pirenperone does not attenuate morphine analgesia in spinal rats. Psychopharmacol 100: 98-101, 1990 - Saller CF, Czupryna J, Salama AI: 5-HT receptor blockade by ICI 2 169,369 and other 5-HT antagonists modulates the effects of D-2 dopamine receptor blockade. J Pharmacol Exp Ther 253: 1162-1170, 1990.;;;;;;;pirenperone;;;
107;A.III.13 ;Seganserin;is in the ;bicyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;3-[2-[4-(bis(p-fluorophenyl)methylene) piperidino]ethyl]-2- methyl-4H-pyrido[1,2-a] pyrimidin-4-one;. ;Seganserin; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;Type 5-HT antagonistic mode of action. Studied for mood- 2 improving properties in the management of depressive neurosis. Therapeutic efficacy in the treatment of schizophrenia with negative symptomes anticipated. Development suspended.;Suppl to WHO Chronicle~Seganserin~~1986~40(5)~15;Seganserin. Suppl to WHO Chronicle vol 40(5): 15, 1986.;;;;;;;seganserin (R 56.413);;;
108;A.III.13 ;Ritanserin;is in the ;bicyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;6-[2-[4-(bis(p-fluorophenyl)methylene) piperidino]ethyl]-7- methyl-5H-thiazolo[3,2-a] pyrimidin-5-one;. ;Ritanserin; has been marketed or used in ;Belgium, United States of America; under the trade or premarketing names of ;R 55.667, Triserton R;NM: R 55.667 Janssen, B NM: Triserton USA R;. ;Highly selective 5-HT and 5-HT receptors antagonist 2 1c (predominantly 5-HT antagonist). Histamine, dopamine-D , , 2 21 and receptor sites hardly affected at therapeutic dosage. 2 Studied for the management of negative symptoms in schizophrenia. Clinical trials in the treatment of anxiety states. Particularly investigated for sleep regulation mechanisms. Development as an antidepressant and anxiolytic discontinued at phase III clinical trials level.;Kitaichi K, Yamada K, Hasegawa T, Furukawa H, Nabeshima T~Effects of risperidone on phencyclidine-induced behaviors: comparison with haloperidol and ritanserin~Japanese journal of pharmacology~1994~66(2)~181-9 #Wiesel FA, Nordstrom AL, Farde L, Eriksson B~An open clinical and biochemical study of ritanserin in acute patients with schizophrenia~Psychopharmacology~1994~114(1)~31-8 #Naranjo CA, Poulos CX, Lanctot KL, Bremner KE, Kwok M, Umana M~Ritanserin, a central 5-HT2 antagonist, in heavy social drinkers: desire to drink, alcohol intake and related effects~Addiction (Abingdon, England)~1995~90(7)~893-905;Kitaichi K, Yamada K, Hasegawa T & al: Effects of risperidone on phencyclidine-induced behaviors: Comparison with haloperidol and ritanserin. Jpn J Pharmacol 66/2:181-189, 1994 - Wiesel FA, Nordström AL, Farde L, Eriksson B: An open clinical and biochemical study of ritanserin in acute patients with schizophrenia. Psychopharmacology 114: 31-38, 1994 - Naranjo CA, Poulos CX, Lanctot KL & al: Ritanserin, a central 5-HT antagonist, in heavy social drinkers: desire to drink, alcohol intake and related 2 effects. Addiction 90/7: 893-905, 1995.;;;;;;;ritanserin;;;
109;A.III.13 ;Setoperone;is in the ;bicyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;6-[2-[4-(p-fluorobenzoyl)piperidino]ethyl]-2,3-dihydro-7- methyl-5H-thiazolo[3,2-a] pyrimidin-5-one;. ;Setoperone; has been marketed or used in ;Belgium; under the trade or premarketing names of ;R 52.245;NM: R 52.245 Janssen, B;. ;Antipsychotic potency about equal to that of standard neuroleptics. Different pharmacological profile/ high affinity for 5-HT receptors/ no extrapyramidal symptoms. Antiautistic and 2 antidepressive properties reported. Used dosage about 15mg N N N Cl S NH O up to 120mg/day.;Blin J, Pappata S, Kiyosawa M, Crouzel C, Baron JC~[18F]setoperone: a new high-affinity ligand for positron emission tomography study of the serotonin-2 receptors in baboon brain in vivo~European journal of pharmacology~1988~147(1)~73-82# Saller CF, Czupryna MJ, Salama AI~5-HT2 receptor blockade by ICI 169,369 and other 5-HT2 antagonists modulates the effects of D-2 dopamine receptor blockade~The Journal of pharmacology and experimental therapeutics~1990~253(3)~1162-70;Blin J, Pappata S, Kiyosawa M, et al: [ F]setoperone: a new high affinity ligand for positron emission 18 tomography study of the serotonin- receptors in baboon brain in vivo. Eur J Pharmacology 147: 73-82, 2 1988 - Saller CF, Czupryna J, Salama AI: 5-HT receptor blockade by ICI 169,369 and other 5-HT 2 2 antagonists modulates the effects of D dopamine receptor blockade. J Pharmacol Exp Ther 253: 1162- 2 1170, 1990.;;;;;;;setoperone;;;
110;A.III.13 ;Ziprasidone;is in the ;bicyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;Pfizer 5-[2-[4-(1,2-benzisothiazol-3-yl)-1 - piperazinyl]ethyl]-6-chloro-2-indolinone;. ;Ziprasidone; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;5-HT /D antagonist. Potential antipsychotic and treatment of schizoaffective disorders. In Phase 2 2 III clinical trial. Half life : 4 h. after oral administration and 2.9 h. after intravenous administration. Oral bioavailability 59%. At low doses potential anxiolytic/antidepressant;WHO Drug Information~Ziprasidone~~1994~8(4)~260# O'Connor R, Harrigan E~P-4-18 The pre-clinical profile of the new antipsychotic ziprasidone~European Neuropsychopharmacology~1995~5(3)~332;Ziprasidone. WHO Drug Information, vol 8 (4) : 260, 1994 - 0'Connor R, Harrigan E : The preclinical profile of the new antipsychotic ziprasidone. Eur Neuropsychopharmacology 5/3 : 332 (abstr. P-4-18), 1995.;;;;;;;ziprasidone (CP-88059);;;
111;A.III.13 ;Altanserin;is in the ;bicyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;3-[2-[4-(p-fluorobenzoyl)piperidino]ethyl]-2-thio-2,4(1H,3H)- quinazolinedione;. ;Altanserin; has been marketed or used in ;Belgium; under the trade or premarketing names of ;R 53.200;NM: R 53.200 Janssen, B;. ;5-HT antagonist. Studies in the management of anxiety and 2 depressive mood. Dosage about 60 mg daily.;"Litwin L, Goldstein J, Sutton E, Malick J~Effects of altanserin, a selective 5-HT 2 antagonist, on amphetamine-induced suppression of dopamine (DA) cell firing~Pharmacologist~1986~28(109)~
";Litwin LC, Goldstein JM, Sutton EB, et al: Effects of altanserin, a selective 5-HT antagonist, on amphetamine-induced suppression of 2 dopamine cell firing. Pharmacologist 28: 109, 1986.;;;;;;;altanserin;;;
112;A.III.13 ;Risperidone;is in the ;bicyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;3-[2-[4-(6-fluoro-1,2-benzisoxazol-3-yl) piperidino]ethyl-6,7,8,9- tetrahydro-2-methyl-4H-pyrido[1,2-a]pyrimidin-4-one;. ;Risperidone; has been marketed or used in ;Austria, Denmark, United Kingdom, Finland, Germany, Netherlands, Switzerland, ItalyRepublic of South Africa, Spain, France, Belgium, Portugal, Sweden; under the trade or premarketing names of ;Risperdal;NM: Risperdal Janssen, A, DK, UK, FIN, GR, ITA - Janssen/Organon, BRD - Janssen Nourypharma, NL - Janssen Cilga, CH, SWE, ITA: f-c tabs. 1mg, 2mg, 3mg, 4mg NM: Risperdal Janssen, RSA: tabs. 2mg, 3mg NM: Risperdal Janssen, ESP: f-c tabs.1mg, 3mg NM: Risperdal Janssen Cilag/Organon,F: f-c tabs.1mg, 2mg NM: Risperdal Janssen Cilag, B, PORT: f-c tabs.1mg, 2mg, 3mg NM: Risperdal Janssen, UK: sol.1mg/ml NM: Rispolin Organon, A: tabs. 1mg, 2mg, 3mg, 4mg NM: Belivon Organon, SWE, ITA, A: f-c tabs. 1mg, 2mg, 3mg, 4mg NM: Risperin Gador, ESP: tabs.1mg, 2mg, 3mg;. ;Full 5-HT /partial dopamine D receptors antagonist. Therapeutic claim: neuroleptic (USAN 2 2 Council). Effective in the treatment of psychotic disorders with negative and affective symptomatology. May decrease extrapyramidal effects induced by classical neuroleptics. Potential antidepressant activity which may be associated with exacerbation of manic symptoms in bipolar schizophrenics (Lancet August 20th, 1994: 554). High affinity for 5-HT receptor. 7 Promising alternative treatment of symptoms of Tourette's sybdrome.;Roth BL, Craigo SC, Choudhary MS, Uluer A, Monsma FJ, Jr., Shen Y, et al.~Binding of typical and atypical antipsychotic agents to 5-hydroxytryptamine-6 and 5-hydroxytryptamine-7 receptors~The Journal of pharmacology and experimental therapeutics~1994~268(3)~1403-10# Borison RL, Diamond B, Pathiraja A, Meibach RC~Pharmacokinetics of risperidone in chronic schizophrenic patients~Psychopharmacol Bull~1994~30(2)~193-7# Chouinard G~Effects of risperidone in tardive dyskinesia: an analysis of the Canadian multicenter risperidone study~Journal of clinical psychopharmacology~1995~15(1 Suppl 1)~36S-44S# DeVane CL~Brief comparison of the pharmacokinetics and pharmacodynamics of the traditional and newer antipsychotic drugs~American journal of health-system pharmacy~1995~52(suppl 1)~S15-S8 #Bruun RD, Budman CL~Risperidone as a treatment for Tourette's syndrome~The Journal of clinical psychiatry~1996~57(1)~29-31;Roth BL, Craigo SC, Choudhary MS & al: Binding of typical and atypical antipsychotic agents to 5- hydroxytryptamine-6 and 5-hydroxytryptamine-7 receptors. J Pharmacol Exp Ther 268/3: 1403-1410, 1994 - Borison RL, Diamond B, Pathiraja A, Meibach RC: Pharmacokinetics of risperidone in chronic schizophrenic patients. Psychopharmacol Bull 30/2: 193-197, 1994 - Chouinard G: Effects of risperidone in tardive dyskinesia: an analysis of the Canadian multicenter risperidone study. J Clin Psychopharmacol 15 (1 suppl 1): 36S-44S, 1995 - DeVane CL: Brief comparison of the pharmacokinetics and pharmacodynamics of the traditional and newer antipsychotic drugs. Am Health-Syst Pharm 52 (suppl 1): S15-S18, 1995 - Bruun RD, Budman CL: Risperidone as a treatment for Tourette's syndrome. J Clin Psychiatry 57/1: 29-31, 1996.;;;;;;;risperidone;;;
113;A.III.13 ;Ocaperidone;is in the ;bicyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;3-[2-[4-(6-fluoro-1,2-benzisoxazol)-3-yl) piperidino]ethyl]-2,9-dimethyl-4H-pyrido[1,2-a] pyrimidin-4-one;. ;Ocaperidone; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;D /5-HT antagonist. Antipsychotic related to 2 2 risperidone. In phase II clinical trials (1-2.5mg/day). Reduced side-effects liability. Discontinued at phase II in 1994.;WHO Drug Information~Ocaperidone~~1990~4(4)~203# Leysen JE, Janssen PM, Gommeren W, Wynants J, Pauwels PJ, Janssen PA~In vitro and in vivo receptor binding and effects on monoamine turnover in rat brain regions of the novel antipsychotics risperidone and ocaperidone~Molecular pharmacology~1992~41(3)~494-508# Megens AA, Niemegeers CJ, Awouters FH~Antipsychotic profile and side?effect liability of haloperidol, risperidone, and ocaperidone as predicted from their differential interaction with amphetamine in rats~Drug development research~1992~26(2)~129-45# Megens AA, Awouters FH, Meert TF, Schellekens KH, Niemegeers CJ, Janssen PA~Pharmacological profile of the new potent neuroleptic ocaperidone (R 79,598)~The Journal of pharmacology and experimental therapeutics~1992~260(1)~146-59;Ocaperidone. WHO Drug Information vol 4(4): 203, 1990 - Leysen LE, Janssen PMF, Gommeren W, & al: In vitro and in vivo receptor binding and effects on monoamine turnover in rat brain regions of the novel antipsychotics risperidone and ocaperidone. Mol Pharmacol 41: 494-508, 1992 - Anton AHR, Megens AAHP, Niemegeers CJE, Awouters FHL: Antipsychotic profile and side-effects liability of haloperidol, risperidone and ocaperidone as predicted from their differential interaction with amphetamine in rats. Drug Dev Res 26: 129-145, 1992 - Megens AAHP, Awouters FHL, Meert TF, & al: Pharmacological profile of the new potent neuroleptic ocaperidone (R 79.598). J Pharmacol Exp Ther 260: 146-159, 1992.;;;;;;;ocaperidone (R 79.598);;;
114;A.III.13 ;Iloperidone;is in the ;bicyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;4'-[3-[4-(6-fluoro-1,2-benzisoxazol-3 - N S N N (CH2)4 N O O H H S R . HCl yl)piperidino) propoxy] 3'-methoxyaceto = phenone or 1[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]propoxy]-3-methoxyphenyl]ethanone;. ;Iloperidone; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;5-HT /Dopamine D antagonist. Potential atypical antipsychotic. Phase II clinical trials in 1994. 2 2 P 9662 : direct sulphur isostere of iloperidone. Longer occupancy and higher affinity at 5-TH 2 receptors than D .Lower liability for EPS. 2;WHO Drug Information~Iloperidone~~1993~7(2)~85# Mutlib AE, Strupczewski JT~Picogram determination of iloperidone in human plasma by solid-phase extraction and by high-performance liquid chromatography-selected-ion monitoring electrospray mass spectrometry~Journal of chromatography B, Biomedical applications~1995~669(2)~237-46;Iloperidone.WHO Drug Information, vol. 7(2) : 85, 1993 - Mutlib AE, Strupczewski JT : Picogram determination of iloperidone in human plasma by solid-phase extraction and by high-performance liquid chromatography - selected -ion monitoring electrosray mass spectrometry. J. Chromatogr B 669 : 237-246, 1995.;;;;;;;iloperidone (HP 873, P 9662);;;
115;A.III.13 ;Perospirone;is in the ;bicyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;cis-2-[4-[4-(1,2-benzisothiazol-3-yl)-1-piperazinyl]butyl]-hexahydro-1Hisoindole- 1,3(2H)-dione;. ;Perospirone; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;Very high binding affinities for both 5-HT and dopamine D receptors. 2 2 Strongly inhibits 5-HT receptor-mediated behavior. Neuroleptic agent, 2 however, only weak cataleptogenic activity reported. Minor central depressant effects. Potential atypical antipsychotic. Phase III clinical trials in positive and negative symptoms in schizophrenia.;WHO Drug Information~Perospirone~~1994~8(2)~102-3#Ohno Y, Ishida K, Ikeda K, Ishibashi T, Okada K, Nakamura M~Evaluation of bradykinesia induction by SM-9018, a novel 5-HT2 and D2 receptor antagonist, using the mouse pole test~Pharmacology, biochemistry, and behavior~1994~49(1)~19-23;Perospirone. WHO Drug Information vol 8(2): 102-103, 1994 - Ohno Y, Ishida K, Ikeda K & al: Evaluation of bradykinesia induction by SM-9018, a novel 5-HT and D receptor antagonist, using the mouse pole 2 2 test. Pharmacol Biochem Behav 49/1: 19-23, 1994.;;;;;;;perospirone (SM 9018);;;
116;A.III.13 ;Tefludazine;is in the ;bicyclic; category of antipsychotic.;It has a;;;;full chemical formula of ;(E)-4-[3-(p-fluorophenyl)-6-(trifluoromethyl)-1-indanyl]-1- piperazineethanol;. ;Tefludazine; has been marketed or used in ;Denmark; under the trade or premarketing names of ;Lu 18-012;NM: Lu 18-012 Lundbeck, DK;. ;Representative of a new class of potent dopamine D /D 1 2 receptors antagonists with strong 5-HT receptor blocking 2 action. The neuroleptic activity seems to recide exclusively in the trans (E) isomer. Low tendency to cause extrapyramidal effects.;Svendsen O, Arnt J, Boeck V, Bøgesø K, Christensen A, Hyttel J, et al.~The neuropharmacological profile of tefludazine, a potential antipsychotic drug with dopamine and serotonin receptor antagonistic effects~Drug development research~1986~7(1)~35-47#Liljefors T, Bogeso KP~Conformational analysis and structural comparisons of (1R,3S)-(+)- and (1S,3R)-(-)-tefludazine, (S)-(+)- and (R)-(-)-octoclothepin, and (+)-dexclamol in relation to dopamine receptor antagonism and amine-uptake inhibition~Journal of medicinal chemistry~1988~31(2)~306-12;Svendsen O, Arnt J, Boeck V, et al: The neuropharmacological profile of tefludazine, a potential antipsychotic drug with dopamine and serotonine antagonistic effects. Drug Dev Res 7: 35-47, 1986 - Liljefors T, Bøgesø KP: Conformational analysis and structural comparisons of (1R,3S)-(+)- and (1S,3R)- N H2C COOH NH O N Cl N S O O O HN O N N N CH3 F N O2N HO O CH3 (-)-tefludazine, (S)-(+)- and (R)-(-)-octoclothepin, and (+)-dexclamol in relation to dopamine receptor antagonism and amine-uptake inhibition. J Med Chemistry 31: 306-312, 1988.;;;;;;;tefludazine;;;
